"No.","Time","Source","Destination","Protocol","Length","Info"
"3884","935.990898","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","HTTP","79","POST /chat HTTP/1.1 "
"3885","935.991092","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60737  >  80 [FIN, ACK] Seq=1141 Ack=2121 Win=64768 Len=0"
"3886","936.074694","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60737 [ACK] Seq=2121 Ack=1141 Win=67840 Len=0"
"3887","936.074694","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60737 [ACK] Seq=2121 Ack=1142 Win=67840 Len=0"
"3888","936.279182","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60737 [FIN, ACK] Seq=2121 Ack=1142 Win=67840 Len=0"
"3889","936.279438","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60737  >  80 [ACK] Seq=1142 Ack=2122 Win=64768 Len=0"
"3890","937.200950","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3891","937.201082","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3892","937.201171","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.16? Tell 192.168.101.1"
"3893","939.249357","192.168.101.3","192.168.101.255","UDP","82","57621  >  57621 Len=40"
"3894","940.172830","fe80::1","ff02::1","ICMPv6","166","Router Advertisement from 74:54:6b:49:83:8c"
"3895","940.351670","192.168.101.13","34.159.75.126","TCP","55","[TCP Keep-Alive] 52522  >  443 [ACK] Seq=129 Ack=202 Win=65280 Len=1"
"3896","940.682859","34.159.75.126","192.168.101.13","TCP","60","[TCP Keep-Alive ACK] 443  >  52522 [ACK] Seq=202 Ack=130 Win=1420 Len=0"
"3897","940.887455","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3898","940.887536","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3899","942.631680","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","452","Application Data"
"3900","942.638342","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1030:40c:e::1","TLSv1.2","207","Application Data"
"3901","942.707037","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","86","60738  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1432 WS=256 SACK_PERM"
"3902","942.730643","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","86","80  >  60738 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"3903","942.730916","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60738  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"3904","942.731398","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","535","60738  >  80 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=461 [TCP PDU reassembled in 3984]"
"3905","942.833407","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [ACK] Seq=1 Ack=462 Win=66816 Len=0"
"3906","942.833407","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  49466 [ACK] Seq=6482 Ack=3428 Win=7174 Len=0"
"3907","942.935447","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","203","80  >  60738 [PSH, ACK] Seq=1 Ack=462 Win=66816 Len=129 [TCP PDU reassembled in 3947]"
"3908","942.935447","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","137","80  >  60738 [PSH, ACK] Seq=130 Ack=462 Win=66816 Len=63 [TCP PDU reassembled in 3947]"
"3909","942.935447","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","141","80  >  60738 [PSH, ACK] Seq=193 Ack=462 Win=66816 Len=67 [TCP PDU reassembled in 3947]"
"3910","942.935447","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","141","[TCP Retransmission] 80  >  60738 [PSH, ACK] Seq=193 Ack=462 Win=66816 Len=67 [TCP PDU reassembled in 3947]"
"3911","942.935751","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","86","60738  >  80 [ACK] Seq=462 Ack=260 Win=65024 Len=0 SLE=193 SRE=260"
"3912","942.949767","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","132","60738  >  80 [PSH, ACK] Seq=462 Ack=260 Win=65024 Len=58 [TCP PDU reassembled in 3984]"
"3913","942.981171","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [ACK] Seq=260 Ack=520 Win=66816 Len=0"
"3914","943.038129","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","126","80  >  60738 [PSH, ACK] Seq=260 Ack=520 Win=66816 Len=52 [TCP PDU reassembled in 3947]"
"3915","943.038129","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","133","80  >  60738 [PSH, ACK] Seq=312 Ack=520 Win=66816 Len=59 [TCP PDU reassembled in 3947]"
"3916","943.038410","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60738  >  80 [ACK] Seq=520 Ack=371 Win=65024 Len=0"
"3917","943.039654","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","116","60738  >  80 [PSH, ACK] Seq=520 Ack=371 Win=65024 Len=42 [TCP PDU reassembled in 3984]"
"3918","943.039841","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","127","60738  >  80 [PSH, ACK] Seq=562 Ack=371 Win=65024 Len=53 [TCP PDU reassembled in 3984]"
"3919","943.039964","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","120","60738  >  80 [PSH, ACK] Seq=615 Ack=371 Win=65024 Len=46 [TCP PDU reassembled in 3984]"
"3920","943.040078","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","115","60738  >  80 [PSH, ACK] Seq=661 Ack=371 Win=65024 Len=41 [TCP PDU reassembled in 3984]"
"3921","943.041672","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","242","60738  >  80 [PSH, ACK] Seq=702 Ack=371 Win=65024 Len=168 [TCP PDU reassembled in 3984]"
"3922","943.065392","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [ACK] Seq=371 Ack=615 Win=66816 Len=0"
"3923","943.065392","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [ACK] Seq=371 Ack=562 Win=66816 Len=0"
"3924","943.065392","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [ACK] Seq=371 Ack=661 Win=66816 Len=0"
"3925","943.065392","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [ACK] Seq=371 Ack=702 Win=66816 Len=0"
"3926","943.065392","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [ACK] Seq=371 Ack=870 Win=67840 Len=0"
"3927","943.070001","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","142","80  >  60738 [PSH, ACK] Seq=371 Ack=870 Win=67840 Len=68 [TCP PDU reassembled in 3947]"
"3928","943.125908","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60738  >  80 [ACK] Seq=870 Ack=439 Win=65024 Len=0"
"3929","943.126481","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","129","80  >  60738 [PSH, ACK] Seq=439 Ack=870 Win=67840 Len=55 [TCP PDU reassembled in 3947]"
"3930","943.126481","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","727","80  >  60738 [PSH, ACK] Seq=494 Ack=870 Win=67840 Len=653 [TCP PDU reassembled in 3947]"
"3931","943.126481","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","117","80  >  60738 [PSH, ACK] Seq=1147 Ack=870 Win=67840 Len=43 [TCP PDU reassembled in 3947]"
"3932","943.126704","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60738  >  80 [ACK] Seq=870 Ack=1190 Win=64256 Len=0"
"3933","943.157837","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","147","60738  >  80 [PSH, ACK] Seq=870 Ack=1190 Win=64256 Len=73 [TCP PDU reassembled in 3984]"
"3934","943.158306","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","115","60738  >  80 [PSH, ACK] Seq=943 Ack=1190 Win=64256 Len=41 [TCP PDU reassembled in 3984]"
"3935","943.208308","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","396","80  >  60738 [PSH, ACK] Seq=1190 Ack=870 Win=67840 Len=322 [TCP PDU reassembled in 3947]"
"3936","943.208308","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [ACK] Seq=1512 Ack=984 Win=67840 Len=0"
"3937","943.208308","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","200","80  >  60738 [PSH, ACK] Seq=1512 Ack=984 Win=67840 Len=126 [TCP PDU reassembled in 3947]"
"3938","943.208308","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","133","80  >  60738 [PSH, ACK] Seq=1638 Ack=984 Win=67840 Len=59 [TCP PDU reassembled in 3947]"
"3939","943.208308","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","122","80  >  60738 [PSH, ACK] Seq=1697 Ack=984 Win=67840 Len=48 [TCP PDU reassembled in 3947]"
"3940","943.208308","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","240","80  >  60738 [PSH, ACK] Seq=1745 Ack=984 Win=67840 Len=166 [TCP PDU reassembled in 3947]"
"3941","943.208716","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60738  >  80 [ACK] Seq=984 Ack=1911 Win=65280 Len=0"
"3942","943.219760","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","153","60738  >  80 [PSH, ACK] Seq=984 Ack=1911 Win=65280 Len=79 [TCP PDU reassembled in 3984]"
"3943","943.284719","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","121","80  >  60738 [PSH, ACK] Seq=1911 Ack=1063 Win=67840 Len=47 [TCP PDU reassembled in 3947]"
"3944","943.285408","192.168.101.3","224.0.0.251","MDNS","103","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"3945","943.330670","fe80::ab:79ff:fe88:d518","ff02::fb","MDNS","139","Standard query 0x0001 PTR _googlecast._tcp.local, ""QU"" question PTR _674A0243._sub._googlecast._tcp.local, ""QU"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QU"" question"
"3946","943.331280","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60738  >  80 [ACK] Seq=1063 Ack=1958 Win=65280 Len=0"
"3947","943.340983","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","123","HTTP/1.1 200 OK  [TCP PDU reassembled in 3947]"
"3948","943.394396","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60738  >  80 [ACK] Seq=1063 Ack=2007 Win=65280 Len=0"
"3949","943.431987","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3950","943.432080","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3951","943.643282","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:14::215:4b28","TCP","86","60739  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1432 WS=256 SACK_PERM"
"3952","943.708986","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","86","443  >  60739 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1344 SACK_PERM WS=128"
"3953","943.709369","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:14::215:4b28","TCP","74","60739  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"3954","943.714046","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:14::215:4b28","TLSv1.3","858","Client Hello (SNI=windows.msn.com)"
"3955","943.754602","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","338","Server Hello, Change Cipher Spec, Application Data, Application Data"
"3956","943.754889","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:14::215:4b28","TCP","74","60739  >  443 [ACK] Seq=785 Ack=265 Win=261632 Len=0"
"3957","943.772064","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:14::215:4b28","TLSv1.3","154","Change Cipher Spec, Application Data"
"3958","943.772556","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:14::215:4b28","TLSv1.3","154","Application Data"
"3959","943.778377","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:14::215:4b28","TLSv1.3","413","Application Data"
"3960","943.857133","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  60739 [ACK] Seq=265 Ack=865 Win=64128 Len=0"
"3961","943.857133","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  60739 [ACK] Seq=265 Ack=945 Win=64128 Len=0"
"3962","943.857133","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","377","Application Data"
"3963","943.857133","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","135","Application Data"
"3964","943.857133","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","105","Application Data"
"3965","943.857133","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","689","Application Data"
"3966","943.857133","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.3","105","Application Data"
"3967","943.857734","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:14::215:4b28","TCP","74","60739  >  443 [ACK] Seq=1284 Ack=1306 Win=260608 Len=0"
"3968","943.859986","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2600:1419:5600:14::215:4b28","TLSv1.3","105","Application Data"
"3969","943.959461","2600:1419:5600:14::215:4b28","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  60739 [ACK] Seq=1306 Ack=1315 Win=64128 Len=0"
"3970","946.110099","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3971","946.110196","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3972","947.750808","fe80::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","ICMPv6","86","Neighbor Solicitation for 2803:b2a0:82:d894:7065:ca3:f8fe:e0ed from 74:54:6b:49:83:8c"
"3973","947.751003","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","fe80::1","ICMPv6","86","Neighbor Advertisement 2803:b2a0:82:d894:7065:ca3:f8fe:e0ed (sol, ovr) is at 14:13:33:df:75:0d"
"3974","949.797085","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3975","949.797178","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3976","952.357119","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3977","952.357214","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3978","955.019459","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3979","955.019551","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3980","958.706084","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3981","958.706178","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3982","961.266136","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3983","961.266222","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3984","962.724511","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","HTTP","79","POST /chat HTTP/1.1 "
"3985","962.724706","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60738  >  80 [FIN, ACK] Seq=1068 Ack=2007 Win=65280 Len=0"
"3986","962.802088","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [ACK] Seq=2007 Ack=1069 Win=67840 Len=0"
"3987","962.896384","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60738 [FIN, ACK] Seq=2007 Ack=1069 Win=67840 Len=0"
"3988","962.896814","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60738  >  80 [ACK] Seq=1069 Ack=2008 Win=65280 Len=0"
"3989","963.928582","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3990","963.928677","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3991","965.318868","192.168.101.13","34.111.24.1","TCP","55","[TCP Keep-Alive] 60734  >  443 [ACK] Seq=7031 Ack=1228 Win=64256 Len=1"
"3992","965.381242","34.111.24.1","192.168.101.13","TCP","66","[TCP Keep-Alive ACK] 443  >  60734 [ACK] Seq=1228 Ack=7032 Win=263168 Len=0 SLE=7031 SRE=7032"
"3993","967.614948","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3994","967.615042","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3995","969.253662","192.168.101.3","192.168.101.255","UDP","82","57621  >  57621 Len=40"
"3996","970.174984","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3997","970.175071","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"3998","973.861515","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"3999","973.861593","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"4000","976.524352","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"4001","976.524458","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"4002","979.186789","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"4003","979.186881","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"4004","982.771006","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"4005","982.771095","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"4006","985.433471","zhiyicommuni_49:83:8c","Broadcast","ARP","60","Who has 192.168.101.13? Tell 192.168.101.1"
"4007","985.433566","AzureWaveTec_df:75:0d","zhiyicommuni_49:83:8c","ARP","42","192.168.101.13 is at 14:13:33:df:75:0d"
"4008","987.281991","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TLSv1.2","452","Application Data"
"4009","987.289308","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2603:1030:40c:e::1","TLSv1.2","208","Application Data"
"4010","987.374740","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","86","60740  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1432 WS=256 SACK_PERM"
"4011","987.409727","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","86","80  >  60740 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"4012","987.410024","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60740  >  80 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"4013","987.410628","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","535","60740  >  80 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=461 [TCP PDU reassembled in 4079]"
"4014","987.481553","2603:1030:40c:e::1","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","443  >  49466 [ACK] Seq=6860 Ack=3562 Win=7040 Len=0"
"4015","987.481553","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60740 [ACK] Seq=1 Ack=462 Win=66816 Len=0"
"4016","987.583580","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","203","80  >  60740 [PSH, ACK] Seq=1 Ack=462 Win=66816 Len=129 [TCP PDU reassembled in 4058]"
"4017","987.583580","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","137","80  >  60740 [PSH, ACK] Seq=130 Ack=462 Win=66816 Len=63 [TCP PDU reassembled in 4058]"
"4018","987.583580","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","141","80  >  60740 [PSH, ACK] Seq=193 Ack=462 Win=66816 Len=67 [TCP PDU reassembled in 4058]"
"4019","987.583859","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60740  >  80 [ACK] Seq=462 Ack=260 Win=65024 Len=0"
"4020","987.597547","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","132","60740  >  80 [PSH, ACK] Seq=462 Ack=260 Win=65024 Len=58 [TCP PDU reassembled in 4079]"
"4021","987.633240","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","141","[TCP Spurious Retransmission] 80  >  60740 [PSH, ACK] Seq=193 Ack=462 Win=66816 Len=67 [TCP PDU reassembled in 4058]"
"4022","987.633240","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","74","80  >  60740 [ACK] Seq=260 Ack=520 Win=66816 Len=0"
"4023","987.633521","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","86","[TCP Dup ACK 4019#1] 60740  >  80 [ACK] Seq=520 Ack=260 Win=65024 Len=0 SLE=193 SRE=260"
"4024","987.730352","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","126","80  >  60740 [PSH, ACK] Seq=260 Ack=520 Win=66816 Len=52 [TCP PDU reassembled in 4058]"
"4025","987.730352","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","133","80  >  60740 [PSH, ACK] Seq=312 Ack=520 Win=66816 Len=59 [TCP PDU reassembled in 4058]"
"4026","987.730352","2a03:2880:f32f:122:face:b00c:0:7260","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","TCP","142","80  >  60740 [PSH, ACK] Seq=371 Ack=520 Win=66816 Len=68 [TCP PDU reassembled in 4058]"
"4027","987.730672","2803:b2a0:82:d894:7065:ca3:f8fe:e0ed","2a03:2880:f32f:122:face:b00c:0:7260","TCP","74","60740  >  80 [ACK] Seq=520 Ack=439 Win=65024 Len=0"
